DeltaT,t_cement,E_cement,alpha_cement,E_rock,alpha_rock,E_steel,alpha_steel,a0_interface,k_contact,y_cc_max_jump_mm,y_cr_max_jump_mm,y_all_max_jump_mm
-58.98292058,0.035128129,11544187734,8.13E-06,12888283881,8.40E-06,2.0769E+11,1.08E-05,2.23E-06,1.411984098,0.104480205,0.112774827,0.112774827
-91.18441437,0.0306936,5127876699,1.07E-05,33286713996,1.09E-05,1.97072E+11,1.16E-05,1.16E-06,2.340025721,0.152515702,0.229981803,0.229981803
-117.4238818,0.033456713,8919321119,1.14E-05,26059365259,7.97E-06,1.96059E+11,1.22E-05,2.73E-05,2.363562123,0.213574636,0.307178744,0.307178744
-30.14581542,0.034581312,8416732029,1.09E-05,14587052619,5.86E-06,2.02567E+11,1.06E-05,2.97E-05,2.935841556,0.045507524,0.075153496,0.075153496
-115.2161667,0.025832195,12302593045,9.75E-06,10378303442,9.88E-06,2.03165E+11,1.17E-05,1.91E-06,0.527910151,0.201491757,0.259525083,0.259525083
-35.63240406,0.024765083,13702429298,9.85E-06,10063307910,9.48E-06,1.95653E+11,1.27E-05,4.88E-05,1.677476236,0.066716415,0.081718081,0.081718081
-67.83014636,0.035845518,6706700486,1.23E-05,11516119650,1.08E-05,1.99542E+11,1.28E-05,1.50E-05,1.511679613,0.131111076,0.194223526,0.194223526
-94.85338169,0.021786197,19140639411,1.00E-05,30151503730,9.95E-06,2.06881E+11,1.29E-05,1.35E-06,0.768472125,0.177942187,0.220229314,0.220229314
-82.4733263,0.025482566,18187599189,1.28E-05,38614097959,1.07E-05,2.09608E+11,1.25E-05,1.02E-05,0.527498784,0.138835275,0.240833118,0.240833118
-87.07847258,0.036798639,11660767791,8.11E-06,23307158578,8.48E-06,1.94857E+11,1.28E-05,2.57E-06,0.824183976,0.195948885,0.165585897,0.195948885
-83.93925349,0.035153809,11144305107,1.10E-05,32094722048,7.31E-06,2.01487E+11,1.16E-05,1.53E-06,1.452145222,0.146877545,0.212027834,0.212027834
-56.97700343,0.032246833,6084565682,1.18E-05,14225152342,9.62E-06,1.91567E+11,1.26E-05,8.76E-06,2.353588519,0.105036164,0.156033206,0.156033206
-21.13695936,0.026604309,6900597560,8.59E-06,10331893030,9.06E-06,1.93267E+11,1.09E-05,1.63E-06,0.604534366,0.035399683,0.042208967,0.042208967
-76.94305544,0.020089384,7093879978,9.44E-06,11834697926,9.05E-06,1.92927E+11,1.15E-05,3.99E-05,1.63760574,0.119165828,0.168343241,0.168343241
-21.27257025,0.0337174,12521734020,1.01E-05,19590850296,8.87E-06,1.92011E+11,1.29E-05,3.17E-05,0.786382199,0.044242309,0.049755727,0.049755727
-83.76989504,0.029282215,11129117224,1.16E-05,11866037004,8.10E-06,1.9571E+11,1.15E-05,3.93E-06,2.896494687,0.130871009,0.223430922,0.223430922
-41.30473385,0.039767714,12296383229,1.12E-05,21682856914,1.02E-05,1.90405E+11,1.27E-05,7.51E-06,1.573201469,0.084233937,0.10834355,0.10834355
-79.77193631,0.032378802,8312577344,1.20E-05,11080768111,1.09E-05,2.0086E+11,1.16E-05,1.47E-05,0.533318764,0.135709439,0.220123541,0.220123541
-49.67599397,0.021976359,15260237422,9.24E-06,11424287914,9.59E-06,1.95167E+11,1.09E-05,2.05E-06,0.573112734,0.075877447,0.106082414,0.106082414
-103.0570374,0.030206873,10530219690,8.73E-06,15418313680,8.88E-06,1.9519E+11,1.17E-05,3.04E-05,2.476324955,0.190321006,0.211234213,0.211234213
-85.79082642,0.032586692,8181034559,1.28E-05,24171256240,1.10E-05,2.00474E+11,1.20E-05,1.72E-06,2.911451472,0.141981697,0.255885144,0.255885144
-79.02404053,0.021151254,6018806076,1.18E-05,11177194225,8.76E-06,2.03707E+11,1.11E-05,3.76E-06,0.631532893,0.104314817,0.211627414,0.211627414
-113.0973604,0.023812444,18756247972,8.12E-06,16777459803,7.34E-06,2.08108E+11,1.21E-05,1.63E-05,0.624083776,0.217777649,0.210732937,0.217777649
-59.81375666,0.020086135,9542764088,9.23E-06,25188280631,9.08E-06,2.03984E+11,1.06E-05,1.97E-06,0.569056994,0.085632259,0.126879365,0.126879365
-106.7086917,0.036739118,6099413604,8.36E-06,12874271175,8.70E-06,1.94831E+11,1.18E-05,4.82E-06,1.03909867,0.213275845,0.209648366,0.213275845
-39.52496361,0.027744706,6651630801,1.01E-05,26928345853,1.06E-05,1.95677E+11,1.17E-05,5.94E-06,2.41071713,0.066518667,0.093799069,0.093799069
-111.5470799,0.024280871,6315065820,1.05E-05,19766507802,8.76E-06,2.09414E+11,1.26E-05,7.40E-06,1.481439504,0.199100806,0.269119133,0.269119133
-52.33197322,0.039425382,11209894644,1.11E-05,10203813984,1.00E-05,2.05999E+11,1.12E-05,5.30E-06,1.173548932,0.090762583,0.135433256,0.135433256
-100.1222663,0.02888316,11016299155,1.26E-05,21573769379,1.09E-05,2.06333E+11,1.23E-05,3.70E-05,2.239867787,0.165353059,0.292361204,0.292361204
-87.9413947,0.020550251,8652230596,1.23E-05,15863645741,1.10E-05,2.03558E+11,1.10E-05,6.30E-06,0.820497504,0.105601849,0.249048729,0.249048729
-51.63319627,0.038976608,6466757752,1.14E-05,28255736078,8.61E-06,1.92914E+11,1.23E-05,5.49E-06,0.549632813,0.102352028,0.134923936,0.134923936
-104.407188,0.035826382,6398573414,1.09E-05,23572384984,8.62E-06,2.05842E+11,1.24E-05,4.31E-06,1.42197424,0.202433439,0.263813652,0.263813652
-104.1723999,0.022387004,9673875359,8.81E-06,12550684493,8.77E-06,2.01327E+11,1.08E-05,2.35E-05,0.72724288,0.160994991,0.212107916,0.212107916
-77.26167853,0.027776234,9911330562,1.00E-05,31862629643,9.12E-06,2.01015E+11,1.15E-05,2.22E-06,2.850838221,0.127418339,0.180764765,0.180764765
-47.73117563,0.023860772,11788593820,9.80E-06,31253101688,9.41E-06,2.06529E+11,1.22E-05,5.84E-06,0.554519296,0.085976679,0.107679456,0.107679456
-79.41530519,0.033044609,7634285929,8.42E-06,11969331161,8.52E-06,2.04123E+11,1.07E-05,1.25E-05,0.98146801,0.135855512,0.156433383,0.156433383
-67.40755828,0.026229449,9150341124,1.28E-05,39614501611,5.23E-06,2.0767E+11,1.20E-05,7.30E-06,1.139840643,0.10228774,0.193544789,0.193544789
-104.9814482,0.036865904,10320141293,1.28E-05,24550673279,9.29E-06,2.02765E+11,1.09E-05,2.15E-06,2.594938821,0.158047006,0.311002045,0.311002045
-119.8277183,0.023834083,11462269961,1.07E-05,12570761146,6.88E-06,1.95814E+11,1.06E-05,1.74E-05,2.655493316,0.155574426,0.293373311,0.293373311
-61.58887915,0.038151123,9167693786,1.27E-05,11007161036,1.06E-05,1.9027E+11,1.29E-05,1.04E-05,1.550332527,0.12229208,0.181495222,0.181495222
-93.0833005,0.021801807,11180342579,1.09E-05,34993488572,8.16E-06,1.99078E+11,1.06E-05,1.98E-06,0.794841296,0.120257926,0.230033727,0.230033727
-101.6075438,0.032307498,8726079166,1.19E-05,10437552443,6.71E-06,2.0571E+11,1.11E-05,2.51E-06,1.952661385,0.154488575,0.276354602,0.276354602
-87.2563427,0.036021444,5027305725,1.22E-05,24624248191,7.98E-06,1.92729E+11,1.19E-05,2.63E-05,1.577519463,0.153095613,0.244179427,0.244179427
-35.76424227,0.0358197,14518033316,1.10E-05,14960222705,1.07E-05,1.94148E+11,1.24E-05,4.61E-05,0.562793049,0.071278585,0.091459504,0.091459504
-44.37606009,0.029537792,10664508378,1.07E-05,22086922038,6.15E-06,2.00923E+11,1.19E-05,1.09E-06,1.223213245,0.077104037,0.107907989,0.107907989
-116.6240612,0.038085431,8466018234,1.27E-05,34405747520,5.85E-06,2.07619E+11,1.08E-05,1.66E-05,1.629146156,0.177072877,0.335572002,0.335572002
-69.035714,0.026398515,10424693027,1.02E-05,20286111228,5.75E-06,2.01382E+11,1.28E-05,7.43E-06,1.345141351,0.130383251,0.160015724,0.160015724
-117.3848324,0.02456771,10223766223,9.14E-06,14462153991,9.03E-06,2.05556E+11,1.19E-05,2.35E-06,2.588917983,0.203486046,0.250389385,0.250389385
-113.9810215,0.031566773,19925270232,1.24E-05,22293755628,1.10E-05,2.01405E+11,1.21E-05,6.13E-06,2.443073988,0.191060681,0.329238036,0.329238036
-28.1932044,0.038450394,7272607288,1.28E-05,17668466449,1.10E-05,2.0201E+11,1.06E-05,2.60E-05,2.814774606,0.041138951,0.084290072,0.084290072
-37.11986244,0.027011097,7409548534,8.41E-06,21352137519,6.40E-06,2.08182E+11,1.06E-05,6.40E-06,1.255685542,0.059287803,0.071662004,0.071662004
-118.4322545,0.032463844,11963601707,9.63E-06,37710558467,8.79E-06,1.91542E+11,1.13E-05,5.36E-06,0.723176388,0.210864771,0.264040743,0.264040743
-35.84345301,0.020695748,8951819126,9.72E-06,34163319067,1.09E-05,2.0776E+11,1.24E-05,1.29E-06,1.269158373,0.061794517,0.081611943,0.081611943
-31.36921536,0.029836763,14635607360,1.18E-05,22972010603,1.05E-05,1.92519E+11,1.30E-05,7.68E-06,0.503673827,0.061449403,0.084741521,0.084741521
-63.78244476,0.03574164,10538883632,8.70E-06,24915722569,1.02E-05,2.04382E+11,1.12E-05,1.16E-05,1.696271057,0.115613703,0.13193788,0.13193788
-74.69916286,0.028795146,19074927747,1.17E-05,20975454626,1.10E-05,2.06178E+11,1.08E-05,4.64E-06,0.969260434,0.10739581,0.202465529,0.202465529
-21.7011441,0.038157955,5732353041,1.03E-05,13319412065,1.02E-05,1.95123E+11,1.25E-05,4.27E-05,2.280824459,0.043895855,0.052604847,0.052604847
-59.51834035,0.024889946,14194375403,1.04E-05,21536223318,1.00E-05,2.07214E+11,1.24E-05,3.38E-06,1.536483223,0.10541058,0.143502881,0.143502881
-41.93502898,0.028528233,6652608350,1.04E-05,12084941020,9.84E-06,1.92832E+11,1.08E-05,1.23E-05,0.642396656,0.064550402,0.100864579,0.100864579
-72.41232451,0.025479509,9709859062,1.27E-05,13968659393,1.10E-05,2.05631E+11,1.09E-05,2.66E-05,1.874174461,0.091300322,0.212812603,0.212812603
-67.94388063,0.022700511,12363508831,8.48E-06,18144294093,8.97E-06,2.06906E+11,1.29E-05,8.48E-06,1.376255202,0.134559786,0.134539068,0.134559786
-104.5774463,0.037941479,13627780270,8.21E-06,31982124484,8.02E-06,1.93593E+11,1.07E-05,5.96E-06,1.465239205,0.186019613,0.201513261,0.201513261
-80.76205611,0.039935687,5246919987,9.98E-06,12746131396,1.01E-05,2.02779E+11,1.14E-05,2.04E-05,0.782731302,0.150768754,0.189010819,0.189010819
-34.97530662,0.021509653,9466009435,8.13E-06,20299862845,7.76E-06,1.95097E+11,1.11E-05,2.74E-05,2.202672091,0.055687217,0.066088877,0.066088877
-49.0693124,0.037933351,13977234432,1.11E-05,16437299383,9.89E-06,1.90116E+11,1.18E-05,1.54E-06,0.626666685,0.092236148,0.1266099,0.1266099
-79.68824007,0.020441862,11599732850,1.20E-05,10393837413,7.75E-06,1.99336E+11,1.21E-05,2.57E-06,1.046881078,0.115155877,0.216361799,0.216361799
-82.58907627,0.020876124,7102655608,1.27E-05,10246160956,9.57E-06,1.97074E+11,1.11E-05,2.89E-06,1.387697725,0.09754043,0.23955883,0.23955883
-76.61090036,0.034576588,14077507120,1.12E-05,10125220266,7.41E-06,1.91272E+11,1.21E-05,9.77E-06,1.026563132,0.142477691,0.196112202,0.196112202
-31.57968169,0.02820593,9158682606,1.09E-05,17134345239,1.10E-05,1.99571E+11,1.15E-05,1.04E-05,1.876945004,0.050484232,0.080878625,0.080878625
-114.251906,0.0294096,17861861296,1.16E-05,12424487104,5.64E-06,1.94526E+11,1.22E-05,1.75E-06,1.503236972,0.19813717,0.298968013,0.298968013
-23.25067079,0.036986787,12016405823,1.08E-05,29209737175,8.59E-06,1.90095E+11,1.19E-05,2.29E-05,0.834343055,0.043981171,0.057972684,0.057972684
-78.30725052,0.036517756,8143897943,1.01E-05,14377782062,9.57E-06,1.96337E+11,1.14E-05,3.54E-05,1.437328297,0.140455274,0.184484049,0.184484049
-99.13130297,0.025970765,13917463098,8.63E-06,11352451707,1.09E-05,2.08995E+11,1.29E-05,1.19E-06,1.134991884,0.202767547,0.202631405,0.202767547
-82.44094621,0.020136358,7913852964,8.06E-06,38574458312,7.99E-06,1.93333E+11,1.23E-05,1.26E-06,0.752122111,0.154393564,0.153241463,0.154393564
-89.98830721,0.022084102,15365502893,9.26E-06,13846890928,8.18E-06,2.07722E+11,1.27E-05,1.24E-05,0.726439973,0.171676549,0.191035233,0.191035233
-55.14530332,0.026596639,12605809027,1.16E-05,27385205434,8.42E-06,2.04335E+11,1.26E-05,7.98E-06,0.828819305,0.098405414,0.146267402,0.146267402
-43.80640975,0.025720306,17380639784,8.03E-06,23913764219,8.06E-06,2.03486E+11,1.20E-05,1.13E-05,0.973103462,0.083642426,0.081863878,0.083642426
-23.92061596,0.037815287,16861127083,8.11E-06,15604524359,1.09E-05,2.00431E+11,1.06E-05,1.05E-06,0.797802718,0.042518774,0.046450034,0.046450034
-106.8319149,0.024401608,7812635587,1.18E-05,20312515676,5.19E-06,1.98404E+11,1.30E-05,2.88E-06,0.536241828,0.195700232,0.279365424,0.279365424
-31.63961473,0.032670969,10367619337,1.07E-05,12054998311,1.09E-05,2.0859E+11,1.14E-05,1.50E-06,1.271858956,0.05353218,0.079610083,0.079610083
-92.24302629,0.033037152,7582910218,9.14E-06,28271422547,6.97E-06,1.96106E+11,1.24E-05,4.88E-05,2.032184654,0.184753994,0.19475639,0.19475639
-104.9249693,0.028070032,11200690200,9.28E-06,12268715288,5.02E-06,1.93411E+11,1.10E-05,1.65E-06,0.541065565,0.176844831,0.218218879,0.218218879
-115.6801558,0.039271658,6844470849,8.07E-06,11280617091,7.98E-06,2.06382E+11,1.22E-05,3.34E-05,2.782067695,0.244897692,0.219986047,0.244897692
-40.26291755,0.025469962,9550972456,1.18E-05,39503968438,5.29E-06,2.07055E+11,1.26E-05,1.90E-05,1.457713205,0.068603656,0.107042646,0.107042646
-112.860122,0.032356071,5911237913,9.01E-06,23047618637,9.69E-06,2.01718E+11,1.20E-05,1.02E-06,0.822612584,0.221555797,0.238158774,0.238158774
-34.54396269,0.038927949,18030803549,1.03E-05,29304793959,6.36E-06,1.95778E+11,1.09E-05,1.28E-05,1.850662328,0.058384682,0.081987543,0.081987543
-25.54247749,0.027182973,10481224491,1.00E-05,17611454029,5.34E-06,1.95734E+11,1.12E-05,2.52E-06,0.962389786,0.040785404,0.05777127,0.05777127
-80.4921043,0.036895723,6996906736,1.11E-05,15639161900,9.63E-06,1.98738E+11,1.23E-05,2.80E-05,0.856218375,0.157428913,0.207652297,0.207652297
-64.57187218,0.022210873,18994964898,1.22E-05,39378577533,9.92E-06,1.98281E+11,1.15E-05,3.86E-05,1.373961065,0.08756976,0.180487888,0.180487888
-30.76016078,0.038390796,18941137899,1.10E-05,24826881312,1.10E-05,1.9212E+11,1.12E-05,3.37E-06,0.675873705,0.054134726,0.079280349,0.079280349
-42.24242616,0.025261837,14810160336,1.02E-05,14725458048,9.86E-06,1.96946E+11,1.09E-05,2.66E-05,0.706618753,0.063468787,0.100013135,0.100013135
-75.14166217,0.029298703,5405154817,1.04E-05,17497234965,1.01E-05,2.0356E+11,1.18E-05,2.71E-06,1.926307502,0.129212967,0.18254162,0.18254162
-114.9782402,0.031573957,9105156404,1.17E-05,29860241162,6.32E-06,2.0424E+11,1.19E-05,7.05E-06,0.759468881,0.199278911,0.303905224,0.303905224
-38.53695308,0.037686462,12186403219,1.01E-05,30409756602,9.40E-06,2.06239E+11,1.14E-05,9.04E-06,1.2666955,0.069758467,0.090621728,0.090621728
-68.99954943,0.02598967,5899564924,9.21E-06,11676313192,6.24E-06,1.9426E+11,1.30E-05,1.95E-05,1.354356895,0.138627478,0.144931289,0.144931289
-35.70775177,0.035330821,12931763967,1.28E-05,18411928250,1.10E-05,2.09867E+11,1.08E-05,7.16E-06,1.684274695,0.052640872,0.106118675,0.106118675
-56.76404263,0.034018044,18715118080,1.13E-05,17766469545,7.14E-06,1.93335E+11,1.09E-05,9.05E-06,0.887313879,0.090007636,0.14591125,0.14591125
-79.43270822,0.035865226,18644949319,1.12E-05,39821598021,6.30E-06,2.08391E+11,1.09E-05,4.30E-06,1.970197548,0.1263828,0.203392541,0.203392541
-103.6265554,0.023677921,5280693507,9.56E-06,12113450383,7.73E-06,2.01636E+11,1.14E-05,1.77E-06,2.038401651,0.163184088,0.228035511,0.228035511
-37.68791661,0.035081287,10451433632,8.00E-06,10936783780,7.61E-06,1.99464E+11,1.13E-05,1.13E-06,1.102043824,0.071493776,0.070430666,0.071493776
-109.5137653,0.025289871,6233787716,8.99E-06,29404188027,8.65E-06,1.93543E+11,1.16E-05,2.64E-06,0.855002024,0.190711733,0.227964951,0.227964951
-69.78791033,0.033789992,14973819681,1.23E-05,20791593100,6.16E-06,2.07715E+11,1.28E-05,4.69E-06,1.166286238,0.133367099,0.194981968,0.194981968
-20.36071951,0.038920918,7211226256,1.18E-05,19520830624,8.61E-06,1.95547E+11,1.29E-05,3.66E-06,1.103059275,0.041668039,0.055470629,0.055470629
-29.5444122,0.028666451,6532830138,8.47E-06,29239873201,7.14E-06,1.91705E+11,1.08E-05,1.39E-06,0.530592087,0.049811909,0.057334394,0.057334394
-39.21330928,0.025940364,6484864350,8.08E-06,10167174807,5.76E-06,2.00057E+11,1.13E-05,2.51E-06,1.319200759,0.068152978,0.072438323,0.072438323
-34.67779348,0.023656605,5700465970,1.16E-05,12989511637,9.06E-06,1.9455E+11,1.19E-05,1.19E-06,2.388674088,0.051823622,0.09259864,0.09259864
-29.54321256,0.03093578,12085858223,9.90E-06,27960668351,9.52E-06,1.91466E+11,1.17E-05,2.10E-05,1.462140427,0.052286153,0.068274236,0.068274236
-101.494756,0.039126194,18004721440,1.07E-05,28919684792,9.92E-06,2.01276E+11,1.12E-05,2.93E-05,1.075058656,0.179745632,0.253488498,0.253488498
-73.01483581,0.030564312,12595522198,1.27E-05,13236340820,1.10E-05,1.97652E+11,1.15E-05,2.21E-05,1.073206984,0.112587081,0.214609493,0.214609493
-51.17254031,0.032385141,5199766376,9.01E-06,23389419050,9.11E-06,2.0549E+11,1.09E-05,2.51E-06,1.727249447,0.086800759,0.108255493,0.108255493
-107.3525469,0.027839628,10810402648,8.82E-06,39013529217,7.65E-06,2.00394E+11,1.13E-05,1.34E-05,1.507739775,0.184861267,0.219111297,0.219111297
-108.4023483,0.031949821,13198482687,1.07E-05,20740102081,8.61E-06,1.9405E+11,1.18E-05,2.12E-06,1.680105799,0.190743423,0.267145128,0.267145128
-118.0212792,0.029315311,5190183720,1.02E-05,12199227581,8.35E-06,1.97729E+11,1.05E-05,1.03E-05,1.15389856,0.174965587,0.276654743,0.276654743
-118.1882752,0.021878615,8159192632,1.19E-05,35524313703,1.10E-05,2.00668E+11,1.16E-05,6.76E-06,1.469429133,0.164553427,0.325747994,0.325747994
-98.24139258,0.027822488,14184140230,8.41E-06,16325507850,8.83E-06,1.99234E+11,1.23E-05,2.11E-06,2.098775162,0.190984364,0.194049175,0.194049175
-31.8021032,0.024508705,13641448625,1.20E-05,17237794607,7.13E-06,1.98409E+11,1.10E-05,1.65E-06,1.818791268,0.041477851,0.086372198,0.086372198
-35.44745033,0.038409339,18256897801,9.39E-06,20831966004,7.50E-06,2.07453E+11,1.11E-05,3.83E-05,2.053236863,0.063674915,0.077325225,0.077325225
-85.04852257,0.038616248,7662960351,1.27E-05,17129076138,6.63E-06,2.02563E+11,1.19E-05,1.08E-05,2.408595347,0.149449491,0.247085688,0.247085688
-34.95924587,0.032333249,14373595341,8.71E-06,27281065441,7.51E-06,1.95987E+11,1.07E-05,2.01E-05,0.865117673,0.05902036,0.070411813,0.070411813
-51.37738896,0.036537799,14316046882,1.15E-05,17832404632,7.06E-06,2.08488E+11,1.23E-05,6.52E-06,2.480656252,0.096456519,0.135591411,0.135591411
-112.1692029,0.021421096,11487329207,8.66E-06,30667848476,1.04E-05,2.05101E+11,1.11E-05,7.52E-06,0.682051844,0.180813004,0.227223925,0.227223925
-30.84571674,0.037385537,14297503660,9.05E-06,14959189754,7.50E-06,2.074E+11,1.23E-05,7.93E-06,2.133518834,0.062958609,0.064981593,0.064981593
-72.91957948,0.039177811,11392534222,1.14E-05,16817815689,5.83E-06,1.9387E+11,1.10E-05,1.04E-06,2.13000681,0.121241977,0.189690189,0.189690189
-40.57347798,0.027703869,15315428297,8.84E-06,12270987844,8.77E-06,2.01454E+11,1.19E-05,1.84E-05,1.167046261,0.074696109,0.083587638,0.083587638
-53.28431933,0.037946313,12177559795,1.03E-05,36547811414,6.35E-06,2.09626E+11,1.17E-05,6.18E-06,1.885110392,0.098535596,0.125772115,0.125772115
-72.53314788,0.022256015,11163646926,1.05E-05,10175957821,1.01E-05,2.05266E+11,1.08E-05,2.57E-06,2.559378021,0.09652171,0.176969744,0.176969744
-112.3590236,0.032369074,16752004975,9.00E-06,30273879691,1.06E-05,2.0929E+11,1.17E-05,2.65E-05,2.630290008,0.208427981,0.24024252,0.24024252
-112.8234496,0.022825133,9867213753,8.76E-06,37745318073,5.43E-06,1.96497E+11,1.11E-05,2.76E-05,1.625097106,0.179388876,0.224250073,0.224250073
-58.56709813,0.033120214,7597788003,8.80E-06,25204150739,5.13E-06,2.08987E+11,1.20E-05,2.00E-06,0.978922493,0.115395643,0.117119395,0.117119395
-112.4181969,0.035272082,6379700896,1.10E-05,13009336996,9.21E-06,1.99606E+11,1.10E-05,4.65E-05,0.955561788,0.18483857,0.285372752,0.285372752
-59.28668875,0.024418582,14750077796,1.27E-05,21333772080,1.10E-05,1.91279E+11,1.27E-05,3.93E-06,0.588544508,0.100396546,0.172798082,0.172798082
-25.5316216,0.037857035,17448041897,9.12E-06,19277766976,9.61E-06,2.0719E+11,1.06E-05,2.25E-05,1.259828043,0.043224674,0.054892428,0.054892428
-68.07731334,0.025599689,12220386473,9.15E-06,11459657660,1.09E-05,1.93708E+11,1.11E-05,3.28E-06,2.665080594,0.107836863,0.147640821,0.147640821
-55.66892088,0.025218521,17196194496,1.09E-05,27456463550,6.69E-06,1.99122E+11,1.08E-05,6.80E-06,0.784201833,0.079506431,0.136948914,0.136948914
-114.7375635,0.022288721,9588573644,1.03E-05,36936634365,6.52E-06,1.97149E+11,1.09E-05,2.61E-05,2.946934298,0.156599767,0.26798034,0.26798034
-63.37107564,0.03369705,10186077273,1.01E-05,14303679761,7.23E-06,2.0984E+11,1.10E-05,1.58E-06,0.506167667,0.108557358,0.14536665,0.14536665
-52.24664978,0.033763483,10400968216,9.89E-06,11535186322,6.92E-06,1.99895E+11,1.05E-05,5.65E-06,2.866601912,0.081346269,0.119079753,0.119079753
-88.12732521,0.039608217,10383244447,1.29E-05,10641935990,8.08E-06,2.0597E+11,1.24E-05,6.59E-06,0.944776209,0.168699869,0.260705413,0.260705413
-102.1808942,0.030994575,8719859935,9.97E-06,17498153565,6.73E-06,1.94851E+11,1.26E-05,4.43E-05,0.517757515,0.206522815,0.230753625,0.230753625
-69.89253737,0.036991885,16978922275,8.50E-06,17629745300,8.77E-06,2.01574E+11,1.13E-05,3.94E-06,1.088171531,0.131705034,0.139571782,0.139571782
-75.12108849,0.033013624,19890921721,8.85E-06,36085409608,8.57E-06,1.9389E+11,1.19E-05,5.80E-06,0.829694597,0.147110667,0.154831702,0.154831702
-78.15166002,0.028241353,14945513613,1.12E-05,25954711660,7.01E-06,1.99828E+11,1.11E-05,2.99E-06,1.184217039,0.117025915,0.198840876,0.198840876
-25.72655131,0.038461393,9966124613,1.24E-05,13452598551,6.98E-06,1.9213E+11,1.06E-05,1.13E-05,0.55497642,0.040333876,0.072317129,0.072317129
-105.7515322,0.035675463,6917767643,8.94E-06,10822062125,9.77E-06,1.99104E+11,1.19E-05,1.97E-06,1.648323788,0.20686025,0.223349792,0.223349792
