DeltaT,t_cement,E_cement,alpha_cement,E_rock,alpha_rock,E_steel,alpha_steel,a0_interface,k_contact,y_cc_max_jump_mm,y_cr_max_jump_mm,y_all_max_jump_mm
-28.13308262,0.037123515,10236428552,8.43E-06,12869615724,8.98E-06,1.99954E+11,1.09E-05,1.56E-05,2.824759573,0.049969607,0.056143683,0.056143683
-71.39159252,0.020463589,5826762978,1.02E-05,32707358322,5.86E-06,1.95941E+11,1.28E-05,1.48E-05,1.70199508,0.125193948,0.163642378,0.163642378
-90.23916081,0.033987407,5124079786,1.16E-05,15181204520,7.08E-06,2.1E+11,1.23E-05,3.65E-05,0.59008084,0.170619002,0.237767565,0.237767565
-66.05935894,0.031166766,11184557422,8.45E-06,16373480209,9.55E-06,2.05436E+11,1.13E-05,4.85E-06,0.779703481,0.120007538,0.131172719,0.131172719
-99.35988229,0.027471113,19412872620,9.93E-06,21325550012,7.76E-06,1.97709E+11,1.05E-05,4.91E-06,1.220062841,0.145664249,0.226756916,0.226756916
-112.497084,0.033215924,7332951190,1.05E-05,12390842873,1.10E-05,2.05392E+11,1.12E-05,9.09E-06,0.576233249,0.193039479,0.275752308,0.275752308
-38.52732969,0.02362851,5666932620,1.18E-05,22181189889,1.10E-05,1.92067E+11,1.14E-05,6.14E-06,1.919351194,0.0532899,0.105248474,0.105248474
-106.5368148,0.026979451,9501358727,9.35E-06,33817706572,8.63E-06,2.02875E+11,1.14E-05,4.24E-06,1.07887114,0.179626139,0.230786878,0.230786878
-32.29508631,0.02511388,7655864319,1.24E-05,36023395385,7.39E-06,1.9214E+11,1.28E-05,1.60E-05,0.608750975,0.056441518,0.089865925,0.089865925
-63.07879744,0.028309562,5600700944,9.55E-06,10720831055,5.81E-06,2.09615E+11,1.07E-05,1.67E-06,1.598239946,0.097445689,0.137130913,0.137130913
-53.80875922,0.03439892,8002444358,1.12E-05,25675407259,1.10E-05,1.95228E+11,1.25E-05,1.55E-05,1.220612808,0.103920554,0.140567192,0.140567192
-69.48482592,0.031731413,8018663621,1.23E-05,19394507375,1.10E-05,1.92476E+11,1.16E-05,6.23E-06,1.209070768,0.111316905,0.198831727,0.198831727
-76.99639025,0.032621451,13823751259,8.23E-06,13023685647,1.07E-05,1.96696E+11,1.29E-05,8.52E-06,1.351218607,0.167730409,0.151272127,0.167730409
-66.38182533,0.03656344,8562337607,1.20E-05,14641208599,8.48E-06,1.98294E+11,1.10E-05,3.16E-06,0.992622848,0.107097843,0.182470658,0.182470658
-105.0363807,0.030557928,15591534775,1.13E-05,11008434317,1.10E-05,1.91726E+11,1.25E-05,2.94E-06,1.815696815,0.191621596,0.278328234,0.278328234
-63.9669444,0.036251066,7442195146,9.60E-06,37149329083,9.24E-06,2.09991E+11,1.08E-05,2.55E-05,0.599739046,0.111259636,0.142736674,0.142736674
-79.01292999,0.030793998,14899309062,1.25E-05,15442508030,1.10E-05,2.06828E+11,1.27E-05,4.43E-06,0.596674411,0.146322029,0.226782907,0.226782907
-87.38251009,0.02531517,18160769888,1.20E-05,15234273713,7.91E-06,2.07957E+11,1.21E-05,4.56E-05,0.622891108,0.142845296,0.237845467,0.237845467
-102.0141047,0.033106,10432750608,1.09E-05,24268553899,7.68E-06,2.09569E+11,1.11E-05,2.02E-06,0.56880231,0.170717283,0.252695591,0.252695591
-46.07159353,0.038783861,17577019537,9.09E-06,23254064757,8.98E-06,1.99981E+11,1.26E-05,4.76E-05,0.624037017,0.1000608,0.097688842,0.1000608
-71.44389777,0.02321294,16455498603,1.19E-05,32061468712,8.69E-06,2.04564E+11,1.23E-05,3.08E-06,1.337454159,0.113438422,0.193651516,0.193651516
-34.17041939,0.026838773,16503662571,9.91E-06,30574029716,8.32E-06,1.94901E+11,1.16E-05,3.47E-05,0.552557071,0.058792556,0.077448868,0.077448868
-74.54737196,0.025902606,12033462524,1.28E-05,10449486771,7.42E-06,2.03778E+11,1.06E-05,7.22E-06,2.856654027,0.088167921,0.212626776,0.212626776
-108.5816544,0.033393621,6046658329,1.06E-05,12109266319,9.93E-06,1.90688E+11,1.19E-05,3.78E-05,1.007121647,0.200171814,0.266956552,0.266956552
-98.47777882,0.034942153,5494635395,9.93E-06,36888961936,7.07E-06,1.95261E+11,1.21E-05,1.43E-06,1.584604102,0.18875601,0.225182844,0.225182844
-96.24869354,0.035518562,12586125723,9.22E-06,15118802360,8.12E-06,1.97514E+11,1.27E-05,6.77E-06,0.515193326,0.209072419,0.204524465,0.209072419
-57.12250842,0.02473927,10626273837,1.14E-05,15148026492,1.10E-05,2.07769E+11,1.17E-05,4.85E-06,0.62281845,0.090149833,0.14967385,0.14967385
-32.79876227,0.020320619,7616738045,1.20E-05,12851534096,6.02E-06,2.05304E+11,1.15E-05,1.09E-05,0.814736928,0.043649023,0.087918806,0.087918806
-87.5636819,0.023063967,18407967242,9.38E-06,20206904081,8.94E-06,1.97613E+11,1.28E-05,1.46E-05,0.683972532,0.170087211,0.189201751,0.189201751
-51.04630684,0.035259866,13019138226,1.06E-05,11017796800,5.72E-06,1.964E+11,1.28E-05,1.33E-06,2.26796427,0.102937317,0.123661231,0.123661231
-43.30829111,0.034990921,15298456490,1.02E-05,19039927937,1.03E-05,2.06391E+11,1.19E-05,6.68E-06,2.10793675,0.08041746,0.104037097,0.104037097
-22.16738087,0.03331257,19942811663,1.29E-05,39326537026,1.10E-05,2.07497E+11,1.26E-05,4.59E-06,2.047737297,0.039637265,0.066535057,0.066535057
-61.09599808,0.025630795,17040569702,1.04E-05,23444710626,7.79E-06,1.95518E+11,1.08E-05,3.01E-06,1.200502154,0.088148563,0.145598689,0.145598689
-73.62873857,0.03057386,17916478963,9.00E-06,22178809245,8.16E-06,2.0173E+11,1.14E-05,1.83E-05,0.763522611,0.132472058,0.153337815,0.153337815
-99.97307779,0.026662591,13299967092,1.21E-05,15167237352,1.10E-05,1.92269E+11,1.29E-05,3.11E-05,1.336547171,0.178046568,0.280481648,0.280481648
-75.61562334,0.030381228,18485005469,8.20E-06,13240553056,9.12E-06,2.06718E+11,1.06E-05,2.40E-05,1.374874465,0.125327566,0.146178256,0.146178256
-76.4013264,0.030092829,8369934506,1.23E-05,38179705992,9.76E-06,2.00118E+11,1.25E-05,3.23E-06,0.879008042,0.135996406,0.216655214,0.216655214
-69.12726804,0.036546517,9508433038,1.30E-05,27774588163,1.10E-05,2.05144E+11,1.06E-05,1.24E-06,1.556525016,0.099220141,0.208901565,0.208901565
-64.66526801,0.03970654,5583518945,1.25E-05,28126658808,5.45E-06,2.05138E+11,1.19E-05,1.70E-05,0.913340852,0.117345918,0.182278035,0.182278035
-40.20372176,0.020046185,10189226911,8.54E-06,22898760140,1.09E-05,2.03235E+11,1.29E-05,6.95E-06,1.548497681,0.077412996,0.081388856,0.081388856
-86.32575302,0.021400596,8807222864,8.48E-06,14312016762,1.07E-05,1.94275E+11,1.19E-05,8.36E-06,0.725666732,0.153196243,0.172256626,0.172256626
-31.82943406,0.027399307,13269879516,9.27E-06,25369169787,9.01E-06,1.9392E+11,1.22E-05,2.13E-05,1.304060834,0.05937751,0.068763587,0.068763587
-20.4660485,0.034417181,8324430347,9.33E-06,31730631328,9.74E-06,1.95768E+11,1.23E-05,1.31E-05,2.505114111,0.040552147,0.045019109,0.045019109
-56.33638893,0.034095077,12388493065,1.02E-05,15426316223,7.49E-06,2.08367E+11,1.15E-05,2.13E-05,2.577241487,0.099131779,0.132921457,0.132921457
-42.82337341,0.022229662,5131231115,1.16E-05,16681226198,7.48E-06,2.08164E+11,1.10E-05,4.99E-05,1.321766211,0.055938019,0.112283585,0.112283585
-62.44758188,0.028068305,6157037669,8.10E-06,14965718074,7.89E-06,1.9496E+11,1.19E-05,2.21E-05,1.70504884,0.117959036,0.118109701,0.118109701
-107.8149142,0.037638171,7146456391,1.29E-05,21049771320,1.04E-05,1.95638E+11,1.23E-05,3.50E-05,0.53097665,0.202921418,0.320713005,0.320713005
-116.4144399,0.03260065,5458975149,1.05E-05,20491848972,7.02E-06,2.05884E+11,1.16E-05,3.45E-06,1.747523327,0.201322901,0.279755566,0.279755566
-66.16284674,0.030658042,14503536006,1.27E-05,24315207651,7.33E-06,1.9225E+11,1.29E-05,1.36E-05,0.806223782,0.123218128,0.189545114,0.189545114
-30.48211759,0.025705695,7349592423,1.10E-05,10378452949,6.57E-06,1.93292E+11,1.18E-05,1.52E-06,2.995405034,0.048271315,0.07621822,0.07621822
-101.2704147,0.023809035,8021839494,1.15E-05,16280615505,7.74E-06,2.05298E+11,1.27E-05,1.15E-06,2.57551664,0.169834826,0.266519042,0.266519042
-61.42955752,0.030458776,7010450001,1.14E-05,11711321785,7.02E-06,1.96574E+11,1.19E-05,2.31E-05,1.061145902,0.105250929,0.159859236,0.159859236
-102.4580741,0.032559617,5489043588,1.15E-05,17891550773,6.35E-06,1.99673E+11,1.24E-05,2.50E-05,0.592781741,0.19459662,0.266226544,0.266226544
-84.63134972,0.038576075,7253301214,9.71E-06,16158623018,1.08E-05,2.07477E+11,1.06E-05,2.99E-06,1.178013953,0.141465036,0.194481036,0.194481036
-35.48463964,0.032054443,13532174757,1.12E-05,22208239737,1.10E-05,2.05021E+11,1.17E-05,5.13E-06,1.456904043,0.060141647,0.092815646,0.092815646
-95.27014677,0.039756438,17894725186,1.01E-05,15109489736,9.79E-06,1.96416E+11,1.13E-05,5.91E-06,0.841131321,0.175676742,0.224299214,0.224299214
-29.07841441,0.026951223,12087434347,1.27E-05,33809745806,1.10E-05,1.96412E+11,1.24E-05,2.08E-05,1.467523821,0.047033371,0.085544992,0.085544992
-50.19391118,0.036811925,11004890029,8.70E-06,13254384993,6.90E-06,2.08896E+11,1.06E-05,1.59E-05,2.367253703,0.085138232,0.101441213,0.101441213
-84.43990274,0.02417843,6583629135,1.06E-05,25569101301,1.07E-05,1.93068E+11,1.08E-05,1.11E-05,2.185039614,0.116157335,0.209368836,0.209368836
-80.77805772,0.031107836,9560045386,9.95E-06,19474815896,8.51E-06,2.0392E+11,1.17E-05,2.06E-06,0.587429017,0.146493906,0.184839882,0.184839882
-98.96869336,0.032195022,10044977846,9.58E-06,36473778116,9.22E-06,2.0928E+11,1.12E-05,2.88E-05,2.27334085,0.168303123,0.222106008,0.222106008
-81.87674655,0.039120478,8185648959,1.04E-05,16202769451,1.06E-05,1.9659E+11,1.19E-05,1.75E-05,2.151636626,0.155935655,0.200052509,0.200052509
-26.05432339,0.036355209,9089922078,1.26E-05,18504879849,9.91E-06,1.93202E+11,1.29E-05,3.58E-05,0.568168953,0.052124374,0.075493077,0.075493077
-110.1037347,0.022434066,6515023579,8.39E-06,28706873361,7.85E-06,1.97415E+11,1.22E-05,2.49E-05,2.656039608,0.201419697,0.214650231,0.214650231
-100.5055589,0.034747456,5654380423,8.64E-06,22033706753,6.75E-06,2.00251E+11,1.25E-05,2.79E-06,0.557845859,0.215956249,0.198855021,0.215956249
-79.0912076,0.0256727,5741069504,1.10E-05,19149927131,7.83E-06,2.01886E+11,1.08E-05,3.53E-06,1.277163953,0.111294531,0.197987996,0.197987996
-108.912354,0.022447685,14113579982,1.14E-05,25804750940,5.86E-06,2.04846E+11,1.15E-05,8.58E-06,1.444750128,0.15422456,0.279431286,0.279431286
-44.95128931,0.030602851,17651754991,8.07E-06,19364885952,6.90E-06,2.03453E+11,1.05E-05,8.94E-06,0.613114719,0.0759259,0.083426269,0.083426269
-102.0179598,0.038902203,11335004546,1.16E-05,38447873155,1.10E-05,1.91591E+11,1.18E-05,1.79E-06,1.506402693,0.186493737,0.278044695,0.278044695
-26.20020673,0.029937583,7928680936,9.49E-06,17525600346,9.11E-06,2.01983E+11,1.09E-05,1.33E-06,0.852333203,0.043152184,0.057782079,0.057782079
-49.29687018,0.020468611,13752518884,1.05E-05,12981098107,1.07E-05,2.08144E+11,1.28E-05,2.51E-05,1.334036542,0.085377825,0.120022934,0.120022934
-61.38168228,0.037163284,13848930801,1.08E-05,14757152465,6.64E-06,2.04919E+11,1.22E-05,5.31E-06,1.59557609,0.118642337,0.152002185,0.152002185
-71.01810724,0.039108643,15406185630,1.17E-05,13459263478,7.65E-06,2.03256E+11,1.06E-05,1.66E-06,2.418548884,0.110568684,0.191065627,0.191065627
-114.2932837,0.024115344,6128514379,9.91E-06,18631298120,7.41E-06,2.05875E+11,1.07E-05,1.40E-05,0.656106561,0.168967772,0.257459734,0.257459734
-107.4735312,0.032101969,11125140818,8.74E-06,25818484835,1.05E-05,2.00261E+11,1.09E-05,4.90E-05,1.099284588,0.185329195,0.222456145,0.222456145
-26.32170105,0.024382279,6639685020,1.11E-05,18746126099,1.08E-05,2.08298E+11,1.26E-05,1.78E-05,1.535470365,0.045369436,0.068245615,0.068245615
-47.05779164,0.028978318,15413513104,1.09E-05,16234526599,5.87E-06,2.07584E+11,1.15E-05,7.38E-06,2.043693696,0.07615533,0.116061323,0.116061323
-60.39995017,0.024020123,9301523248,1.12E-05,20691266313,9.50E-06,2.08723E+11,1.12E-05,1.48E-05,2.033377274,0.084337978,0.156648744,0.156648744
-45.85601704,0.024472572,7962988530,1.29E-05,21938068232,1.10E-05,2.03115E+11,1.19E-05,2.58E-05,0.614644171,0.06894288,0.135213237,0.135213237
-82.65108736,0.021300752,14389365034,9.27E-06,28161157707,5.73E-06,1.95887E+11,1.16E-05,1.97E-06,2.110866548,0.132461131,0.173695398,0.173695398
-42.48900532,0.031419635,19805123411,1.02E-05,28751921359,1.06E-05,2.01474E+11,1.30E-05,2.28E-06,0.734913627,0.087529429,0.101463369,0.101463369
-114.0625773,0.028378839,5710744654,1.17E-05,19796072507,9.16E-06,1.95351E+11,1.28E-05,3.71E-05,1.111252658,0.211256046,0.305920614,0.305920614
-30.1015112,0.039603834,11416300825,1.18E-05,34393787442,5.90E-06,2.05163E+11,1.30E-05,1.25E-05,2.765595122,0.061960758,0.080735768,0.080735768
-77.18881191,0.027361819,18207104169,1.30E-05,22453269116,8.20E-06,1.9162E+11,1.26E-05,2.82E-05,1.202046011,0.129358366,0.227872779,0.227872779
-98.03875068,0.028385618,11408960034,1.24E-05,12623215213,1.10E-05,2.0294E+11,1.08E-05,2.18E-06,2.986934453,0.130426358,0.282638558,0.282638558
-111.861668,0.037229355,11069836341,1.05E-05,34551042601,9.56E-06,1.97346E+11,1.13E-05,2.06E-05,0.945476716,0.198758047,0.272302563,0.272302563
-87.49687264,0.034750961,7636263633,8.89E-06,25880880871,8.60E-06,2.0518E+11,1.24E-05,1.25E-05,0.612483746,0.182510801,0.180704209,0.182510801
-59.70919406,0.037628868,9243378491,1.05E-05,23453867123,9.98E-06,2.03236E+11,1.19E-05,1.20E-05,1.012724643,0.11422313,0.146140802,0.146140802
-85.6143332,0.023042836,14978589083,1.00E-05,19015528719,6.05E-06,2.06025E+11,1.20E-05,3.24E-06,1.007866276,0.143812807,0.1934873,0.1934873
-23.21495884,0.024109634,9403450640,8.55E-06,17755441599,5.58E-06,1.92861E+11,1.11E-05,1.35E-05,2.581053234,0.037464661,0.045270554,0.045270554
-96.9458626,0.036900474,18387753481,1.04E-05,36089805744,7.53E-06,1.97909E+11,1.22E-05,1.45E-06,1.162850372,0.189588123,0.232377881,0.232377881
-39.75615458,0.022812367,5889643133,9.00E-06,39919770285,9.29E-06,2.00625E+11,1.08E-05,5.49E-06,1.856056335,0.058902508,0.083619112,0.083619112
-22.99063331,0.037242014,19175033039,1.14E-05,22400196974,1.10E-05,2.01502E+11,1.13E-05,3.86E-06,1.599234349,0.038933789,0.061495801,0.061495801
-106.4703823,0.038806121,8327216775,1.02E-05,23661090320,1.08E-05,2.0129E+11,1.18E-05,8.76E-06,1.035033222,0.204805055,0.256674325,0.256674325
-71.90673658,0.020550697,5546584565,9.16E-06,39682904483,9.23E-06,2.06594E+11,1.30E-05,2.39E-05,0.671868726,0.139217422,0.15208003,0.15208003
-61.4201587,0.02931246,8224286342,1.04E-05,25297074561,9.97E-06,2.09956E+11,1.13E-05,1.76E-06,0.819811313,0.100725212,0.148783864,0.148783864
-72.6017458,0.038440712,5705849969,8.60E-06,29200530742,7.47E-06,1.96506E+11,1.12E-05,2.39E-06,1.279772482,0.136176555,0.145455227,0.145455227
-46.87848888,0.037764967,19080649982,1.19E-05,27373810350,6.09E-06,1.92293E+11,1.21E-05,1.15E-06,1.210927621,0.086609566,0.126694052,0.126694052
-59.45238415,0.021083523,8087659303,1.17E-05,22964767644,8.95E-06,1.94574E+11,1.18E-05,1.19E-05,1.044673264,0.085671716,0.159360871,0.159360871
-22.27667931,0.032456026,11436471483,1.22E-05,20642586294,7.45E-06,1.99517E+11,1.16E-05,1.18E-06,1.658318505,0.036017068,0.061892796,0.061892796
-62.6729272,0.026356857,14491886894,8.20E-06,23420567435,7.46E-06,1.96384E+11,1.09E-05,2.82E-06,1.199773363,0.10392813,0.11900351,0.11900351
-64.08091041,0.026500556,8896912972,9.72E-06,26188691417,9.01E-06,1.96899E+11,1.24E-05,4.75E-05,0.750125614,0.121017124,0.143895702,0.143895702
-43.92397977,0.035263909,15932750892,1.20E-05,11393282579,1.10E-05,2.00483E+11,1.29E-05,8.96E-06,2.94430252,0.085370731,0.123272174,0.123272174
-94.73900542,0.025332446,17070284585,1.06E-05,13170470098,9.96E-06,2.06994E+11,1.27E-05,1.85E-05,1.196202897,0.172712594,0.233902031,0.233902031
-112.1543137,0.023426033,5284105047,1.30E-05,22622382352,1.10E-05,2.03541E+11,1.12E-05,3.27E-06,1.75876712,0.139297641,0.335295858,0.335295858
-115.9322558,0.034041711,10884905481,8.31E-06,14845834691,7.85E-06,1.9291E+11,1.14E-05,1.92E-05,2.191273975,0.21521444,0.225527705,0.225527705
-104.5235116,0.025162846,10594651258,8.32E-06,18032505689,9.64E-06,1.96783E+11,1.22E-05,2.01E-06,2.529118466,0.197538989,0.205413642,0.205413642
-45.12545825,0.033458911,9085122542,8.44E-06,31795214753,5.57E-06,1.95423E+11,1.11E-05,3.65E-05,0.742990778,0.082011577,0.086801804,0.086801804
-26.08418105,0.034081373,18677547860,1.04E-05,16797084539,1.07E-05,1.99875E+11,1.21E-05,1.05E-06,0.619299517,0.049911077,0.063071758,0.063071758
-21.1872577,0.025196495,10791316501,1.22E-05,32891328527,1.02E-05,1.99337E+11,1.29E-05,2.26E-05,0.545943796,0.037798749,0.05923104,0.05923104
-102.963156,0.037072104,12830335610,8.32E-06,18400556755,8.31E-06,1.92286E+11,1.10E-05,2.26E-05,2.635554399,0.185693745,0.201756493,0.201756493
-89.46418199,0.020607963,5770770991,1.14E-05,23486443121,5.39E-06,2.09637E+11,1.23E-05,7.36E-06,1.772973433,0.137093831,0.227960213,0.227960213
-43.47194301,0.022346025,5094906375,1.08E-05,16630440791,8.84E-06,1.99062E+11,1.12E-05,3.67E-05,0.523859542,0.064230361,0.107023183,0.107023183
-47.61679965,0.03106535,16930615503,8.29E-06,16405546631,8.47E-06,2.06479E+11,1.14E-05,3.46E-06,0.796398674,0.087975359,0.092073311,0.092073311
-24.26141589,0.036663824,13781894522,9.87E-06,22423041801,9.00E-06,1.98023E+11,1.30E-05,6.42E-06,0.72338393,0.052537651,0.055600915,0.055600915
-74.05820571,0.024332272,5296788914,1.19E-05,25546399729,9.39E-06,2.06733E+11,1.28E-05,2.01E-06,2.004837782,0.126058909,0.202079988,0.202079988
-70.35355145,0.031140892,8350860541,9.13E-06,34049967595,9.89E-06,1.94654E+11,1.27E-05,1.17E-05,1.130378076,0.145389339,0.151008274,0.151008274
-51.55385117,0.023670562,16531514144,8.42E-06,15230335497,8.04E-06,2.09771E+11,1.21E-05,2.78E-06,2.222033788,0.094722647,0.100967746,0.100967746
-106.2151333,0.030472677,9189603618,8.22E-06,34294848092,7.98E-06,2.05689E+11,1.18E-05,7.96E-06,1.388482,0.20393986,0.203865443,0.20393986
-34.76903794,0.024419271,10486645562,1.18E-05,21383861530,8.36E-06,1.9374E+11,1.25E-05,2.85E-06,0.670357017,0.059002771,0.092925514,0.092925514
-81.10517909,0.037039336,10562828787,8.77E-06,32780728116,8.99E-06,2.09797E+11,1.11E-05,4.84E-06,2.458460334,0.146764372,0.167735568,0.167735568
-30.77585455,0.033558768,10292395807,1.03E-05,11994916448,8.92E-06,2.09775E+11,1.21E-05,2.03E-06,1.450543395,0.057514796,0.073889858,0.073889858
-27.53805271,0.023523046,6057951853,8.73E-06,34682144744,8.90E-06,2.07559E+11,1.18E-05,1.17E-05,2.766112567,0.047899653,0.056250608,0.056250608
-44.46106084,0.029200394,13883309259,8.74E-06,15870410668,7.95E-06,2.0011E+11,1.08E-05,4.16E-05,1.504202157,0.072508096,0.090346566,0.090346566
-22.09414435,0.038480889,10750296734,8.14E-06,14799099047,8.50E-06,2.0145E+11,1.13E-05,7.82E-06,0.653193143,0.042948851,0.04213202,0.042948851
-91.45256096,0.03631911,6210237378,1.28E-05,12968850352,9.95E-06,2.07263E+11,1.11E-05,3.87E-06,2.488030302,0.140550247,0.270747091,0.270747091
-119.5796321,0.027889194,6152510156,1.18E-05,14395532490,1.10E-05,2.08904E+11,1.07E-05,5.15E-06,2.091244757,0.160174685,0.328188562,0.328188562
-97.03500321,0.027004491,13856687098,1.06E-05,39116834510,1.07E-05,1.94174E+11,1.20E-05,1.65E-06,0.845915999,0.168935285,0.239851214,0.239851214
-38.66047141,0.022898643,13327969180,9.84E-06,11743107066,5.09E-06,2.03319E+11,1.27E-05,1.11E-05,0.585198252,0.072739056,0.084881763,0.084881763
-76.63146018,0.032566794,7033409566,8.89E-06,17301142922,5.35E-06,2.06306E+11,1.19E-05,2.91E-05,0.584458937,0.149872641,0.154028603,0.154028603
-112.4460173,0.031702241,5932801777,1.00E-05,22408051016,6.77E-06,1.958E+11,1.18E-05,1.77E-06,0.80544214,0.20641149,0.256387297,0.256387297
-87.04697391,0.032289158,8764306060,1.01E-05,10511703868,8.67E-06,1.96003E+11,1.08E-05,1.31E-06,1.391496528,0.138587078,0.203751649,0.203751649
-44.56124397,0.034240338,10836687483,9.89E-06,11451251103,6.40E-06,1.98135E+11,1.06E-05,7.35E-06,1.074738809,0.071904614,0.100793106,0.100793106
-106.1794714,0.033829885,6707330603,9.16E-06,11838910453,9.63E-06,1.97527E+11,1.23E-05,3.48E-06,2.198236397,0.211419449,0.229247366,0.229247366
-22.65167141,0.032872724,8347562705,8.80E-06,11786502618,6.26E-06,2.09716E+11,1.23E-05,5.16E-06,0.886340221,0.045804094,0.045680358,0.045804094
-77.81099413,0.030511489,8052737299,9.87E-06,23056626534,8.78E-06,2.0484E+11,1.24E-05,3.91E-05,2.595917445,0.147947238,0.178834367,0.178834367
-57.7346865,0.031534003,8265948939,8.66E-06,19124165103,6.06E-06,2.0746E+11,1.16E-05,1.07E-06,0.577183066,0.109582789,0.113704127,0.113704127
-110.1727248,0.021787083,6773881734,1.14E-05,29079101042,5.35E-06,1.94806E+11,1.22E-05,4.75E-06,0.71640687,0.176107361,0.280485517,0.280485517
-63.22451349,0.036449273,15302152934,1.25E-05,17979827365,5.36E-06,1.90481E+11,1.23E-05,9.12E-06,0.792332451,0.117194197,0.178471815,0.178471815
-77.97278207,0.029964077,6022738603,8.93E-06,37761238508,5.42E-06,1.90187E+11,1.16E-05,1.14E-05,1.678483828,0.141160633,0.158735881,0.158735881
-39.87688156,0.038882077,7885934494,8.64E-06,11901121370,8.14E-06,1.99985E+11,1.10E-05,1.34E-05,1.488458283,0.07283125,0.080740553,0.080740553
-26.00489099,0.032824702,9220027696,8.24E-06,33497551656,7.60E-06,2.07014E+11,1.08E-05,2.14E-05,1.627992755,0.044930566,0.049968799,0.049968799
-42.38761234,0.037582373,15268773039,1.10E-05,32427082325,8.68E-06,1.93256E+11,1.09E-05,1.19E-05,2.030453958,0.069267667,0.108354214,0.108354214
-71.52659426,0.030731802,7065566232,8.49E-06,21155082160,1.08E-05,1.91217E+11,1.08E-05,2.02E-06,1.150040768,0.120743554,0.144507414,0.144507414
-49.02062583,0.037097501,5200709602,1.28E-05,16652219218,1.01E-05,1.99823E+11,1.10E-05,1.65E-06,0.683604578,0.077430141,0.144429194,0.144429194
-75.96432831,0.023245035,10970772783,8.83E-06,17729913728,9.40E-06,2.01346E+11,1.17E-05,3.40E-05,2.214915835,0.129097179,0.157240215,0.157240215
-36.95333105,0.020818957,19718157452,9.89E-06,10217204562,7.61E-06,1.97691E+11,1.24E-05,2.40E-06,0.719341875,0.064485654,0.083077014,0.083077014
-41.9562794,0.026958538,13475783795,9.14E-06,10502510466,9.25E-06,2.02401E+11,1.28E-05,2.49E-05,1.903853996,0.083405054,0.089741959,0.089741959
-38.96830754,0.034637675,7039485195,1.12E-05,36996963381,8.59E-06,2.05329E+11,1.05E-05,9.10E-06,1.172398938,0.058777682,0.100756493,0.100756493
-49.52167251,0.025852303,18504912253,1.23E-05,11308420627,9.41E-06,2.00051E+11,1.08E-05,2.03E-06,0.526683688,0.067054234,0.13897847,0.13897847
-101.748613,0.029433061,5339726010,1.26E-05,17061988453,9.27E-06,2.08713E+11,1.12E-05,1.03E-06,1.896455904,0.146239248,0.294220356,0.294220356
-28.78336085,0.036062451,17847948351,8.68E-06,13750286614,8.75E-06,2.07517E+11,1.08E-05,3.39E-05,0.986254919,0.050692114,0.05855322,0.05855322
-114.9956609,0.026667266,17871583247,1.16E-05,27464493142,1.10E-05,1.99954E+11,1.23E-05,4.88E-06,1.296694922,0.194900909,0.309231301,0.309231301
-84.67825379,0.031152941,7055098260,8.39E-06,17773981020,9.20E-06,1.96611E+11,1.06E-05,4.03E-06,2.762876364,0.138574432,0.167881195,0.167881195
-81.26869463,0.030117418,19461824343,9.34E-06,14784536844,7.19E-06,1.94045E+11,1.17E-05,3.31E-06,2.332447474,0.145448313,0.175202625,0.175202625
-89.35618785,0.036342434,17219703435,1.07E-05,15757224746,6.87E-06,2.07693E+11,1.15E-05,4.57E-06,1.711937368,0.157488432,0.220232816,0.220232816
-71.68080115,0.029828073,17747730538,1.11E-05,19950125841,1.02E-05,1.923E+11,1.07E-05,2.34E-06,1.924877648,0.102755385,0.185867212,0.185867212
-117.8696735,0.031838727,5012559212,1.00E-05,13047927995,6.43E-06,1.91337E+11,1.07E-05,1.00E-06,0.87357374,0.18851341,0.269699645,0.269699645
-21.4481692,0.034546176,10344791922,1.21E-05,25192082229,7.31E-06,2.00898E+11,1.20E-05,3.54E-05,1.453052146,0.037485389,0.059445868,0.059445868
-102.2745482,0.039361628,14393263676,1.08E-05,32389270403,5.16E-06,1.94147E+11,1.29E-05,3.68E-06,1.29774397,0.21641603,0.25180813,0.25180813
-23.44280742,0.02645929,18967316715,1.21E-05,13059363101,1.10E-05,2.02717E+11,1.09E-05,2.07E-06,2.087081947,0.03114627,0.065762603,0.065762603
-80.06527382,0.034862917,15295529571,8.07E-06,19031480009,8.34E-06,1.96836E+11,1.13E-05,5.03E-06,0.892740647,0.152523196,0.151363114,0.152523196
-39.14033727,0.02038139,16642473146,9.52E-06,15329541958,9.08E-06,2.06773E+11,1.22E-05,1.09E-05,1.197642495,0.066179388,0.08624579,0.08624579
-42.41208785,0.022508664,11670444063,9.85E-06,34084220701,1.09E-05,2.05229E+11,1.18E-05,5.18E-06,1.296893162,0.069307315,0.097881936,0.097881936
-64.1955047,0.023887758,14600713952,1.03E-05,14969345947,9.71E-06,2.00933E+11,1.23E-05,1.37E-06,2.155853039,0.109705877,0.153815144,0.153815144
-25.74929421,0.02981872,15110186792,8.78E-06,18058008707,9.69E-06,2.03435E+11,1.11E-05,1.02E-06,0.902907319,0.044228548,0.053075659,0.053075659
-33.30528459,0.037801142,6280795345,1.23E-05,12619764616,9.82E-06,1.95292E+11,1.21E-05,6.55E-06,1.280580764,0.060867395,0.095233344,0.095233344
